0.06203559702782098 0.07395887333678935 0.0924485916709867 0.279419388284085 0.492137549680318
note 0.00026544081273150664 0.0003368664204333546 0.0008146022183702273 0.0005520602790142491 0.00451172913268482
includ 0.0006756675233165623 0.0007098256716274257 0.0005020222973676981 0.0011936438465172954 0.0035394128845533477
report 0.002413098297559151 0.002490405322489443 0.0010892936640997226 0.0007659214681819312 0.0022535927994075233
co 0.0007963224381945199 0.00024061887173811041 0.00021785873281994448 0.0028697187476686642 0.0022081574607097907
per 0.0016167758593646313 0.0017204249329274895 0.0002557472080929783 0.0013975580036306666 0.0026488802460777946
new 0.0016529723338280186 0.0013354347381465128 0.0017807583378325897 0.0021833735359212195 0.001290363619015598
april 0.000591209082901992 0.0011429396407560246 0.0007577695054606765 0.0007360803720189988 0.003503064613595162
two 0.0012668766062185544 0.0015519917227108122 0.0015628996050126452 0.001576604580608261 0.0018719359543465717
march 0.0012548111147307585 0.0011429396407560246 0.0011271821393727562 0.001263273070897471 0.0025171177638543705
unit 0.0011944836572917797 0.0006857637844536147 0.0007767137430971934 0.0031382886131350557 0.0011404270013130812
rate 0.0005791435914141962 0.0006857637844536147 0.007653472005152833 0.0001889936090319051 0.0006815300804659849
dollar 0.00022924433826811936 6.0154717934527604e-05 0.008543851174069127 8.952328848879716e-05 0.0004180051160191374
31 0.0002171788467803236 0.00028874264608573253 0.0002368029704564614 0.000487404570661229 0.0038847214586561134
industri 0.002135591993339849 0.0006977947280405202 0.0013166245157379254 0.001775545221694477 0.0012994506867551445
quarter 0.0006515365403409708 0.00010827849228214969 0.0003031078021842706 0.00026856986546639145 0.003934700331223619
up 0.002280377891193398 0.0016121464406453397 0.0016102601991039376 0.0014174520677392884 0.0010631869255269364
they 0.0018460201976327505 0.002213693619990616 0.0028511077642957953 0.0014821077760923086 0.0003362215063632192
product 0.003909219242045825 0.0023099411686858602 0.00024627508927471984 0.0011588292343272077 0.00105409985778739
trade 0.000989370301999252 0.0025505600404239705 0.0042719255870345635 0.000751000920100465 0.0004907016579355091
exchang 0.0003619647446338727 0.0006857637844536147 0.00466028245858316 0.0015815780966354164 0.00048161459019596263
dividend 2.4130982975591512e-05 1.203094358690552e-05 9.472118818258457e-06 0.00016909954492328353 0.004311813642414797
record 0.00012065491487795756 0.0006977947280405202 0.0005683271290955074 0.00019396712505906051 0.003716610705474504
tonn 0.0003016372871948939 0.011080499043539985 9.472118818258457e-06 3.481461219008778e-05 6.360947417682525e-05
first 0.0009049118615846816 0.0006135781229321816 0.000748297386642418 0.0012831671350060927 0.002267223401016843
end 0.0010496977594382307 0.0008060732203226699 0.0007577695054606765 0.0008405242085892622 0.002539835433203237
earn 0.0002171788467803236 6.0154717934527604e-05 0.00011366542581910147 0.00047745753860691816 0.003702980103865184
may 0.0008325189126579071 0.0017926105944489226 0.000852490693643261 0.0010494118817297889 0.0018810230220861182
been 0.0016891688082914058 0.0018888581431441669 0.0017807583378325897 0.0014671872280108422 0.0006815300804659849
increas 0.00167710331680361 0.001359496625320324 0.0007388252678241596 0.0007609479521547758 0.0020218725720490883
1987 0.0008325189126579071 0.0015399607791239066 0.0003694126339120798 0.00044761644244398576 0.002603444907380062
ltd 0.0005550126084386047 3.6092830760716566e-05 0.00017997025754691066 0.0021784000198940643 0.0017083687350347354
buy 0.0003619647446338727 0.0010226302048869692 0.0010892936640997226 0.003013950712456171 0.00019991549027002222
more 0.001339269555145329 0.002105415127708466 0.001600788080285679 0.001327928779250491 0.0006542688772473455
other 0.001182418165803984 0.001130908697169119 0.001430289941557027 0.0016611543530699027 0.0008087490288196354
agreement 0.0006515365403409708 0.001130908697169119 0.0017902304566508483 0.0022977644045457934 0.000254437896707301
than 0.0013634005381209203 0.0021535389020560882 0.0013260966345561838 0.0010195707855668564 0.0008950761723453268
1985 0.0007118639977799496 0.0006977947280405202 0.0005304386538224735 0.00022380822122199288 0.002780642728301218
interest 0.000639471048853175 0.0003368664204333546 0.0018375910507421405 0.0017059159973143014 0.000958685646522152
month 0.0015685138934134482 0.0013955894560810404 0.001704981387286522 0.0005719543431228707 0.0012403847464480923
total 0.001134156199852801 0.0019490128610786944 0.0008809070500980364 0.0012582995548703155 0.0009495985787826056
offici 0.002111461010364257 0.0026227457019454034 0.002320669110473322 0.0006515305995573571 0.00013630601609319697
after 0.0016409068423402227 0.0004210830255416932 0.0015723717238309038 0.0008852858528336608 0.0012812765512760515
plan 0.001037632267950435 0.0008662279382571975 0.0004736059409129228 0.0019098301544276726 0.0009223373755639662
result 0.0004584886765362387 0.0006857637844536147 0.0004167732280033721 0.0005470867629870938 0.0024580518235473186
stg 0.00020511335529252783 0.00026468075891192147 0.0043855910128536655 0.00038793425011812103 0.0009223373755639662
sharehold 6.032745743897878e-05 3.6092830760716566e-05 2.8416356454775368e-05 0.0026210429463108943 0.0011131657980944418
acquir 0.00015685138934134482 1.203094358690552e-05 1.8944237636516913e-05 0.0035113023151717108 0.00027261203218639394
10 0.000735994980755541 0.000854196994670292 0.0006914646737328673 0.0006763981796931341 0.001994611368830449
wheat 2.4130982975591512e-05 0.009215702787569629 1.8944237636516913e-05 4.973516027155397e-06 4.543533869773232e-06
say 0.0017012342997792015 0.000830135107496481 0.0024343345362924235 0.0011090940740556537 0.0003680262434516318
current 0.0008687153871212944 0.0011429396407560246 0.0015628996050126452 0.0008057095963991743 0.0011813188061410404
acquisit 0.00012065491487795756 2.406188717381104e-05 9.472118818258457e-06 0.0030238977445104817 0.0005997464708100667
4th 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 4.973516027155397e-06 0.003403106868460151
export 0.001930478638047321 0.005329708008999146 0.0010040445947353963 5.4708676298709375e-05 0.0001272189483536505
board 0.00014478589785354905 0.0007098256716274257 0.0003978289903668552 0.00212866485962251 0.0009132503078244197
invest 0.0005791435914141962 0.00019249509739048833 0.0004925501785494397 0.0019197771864819834 0.0010859045948758024
common 8.445844041457029e-05 8.421660510833865e-05 0.0001704981387286522 0.0024569169174147665 0.0009723162481314717
gain 0.0003498992531460769 0.00013234037945596074 0.00032205203982078754 0.00029841096162932384 0.0026943155847755267
today 0.00167710331680361 0.0008060732203226699 0.0024627508927471987 0.0008952328848879715 0.0003634827095818586
sell 0.000542947116950809 0.0003488973640202601 0.0006630483172780919 0.00262601646233805 0.00023626376122820808
15 0.00039816121909725993 0.0008060732203226699 0.0007293531490059011 0.0005072986347698505 0.0019855243010909024
intern 0.000735994980755541 0.00044514491271550427 0.0011271821393727562 0.0015467634844453287 0.0008450972997778212
set 0.0005067506424874217 0.0006015471793452761 0.0014397620603752853 0.00047745753860691816 0.001681107531816096
week 0.001773627248705976 0.0023460339994465767 0.0016765650308317467 0.0006664511476388232 0.00025898143057707425
if 0.0012065491487795756 0.0015880845534715288 0.0016481486743769715 0.0010941735259741875 0.0003771133111911783
propos 0.0008083879296823157 0.0011549705843429301 0.0005967434855502828 0.001984432894835004 0.0003543956418423121
secur 0.00041022671058505567 6.0154717934527604e-05 0.001060877307644947 0.00206400915126949 0.0005906594030705202
stake 0.0001085894233901618 1.203094358690552e-05 9.472118818258457e-06 0.0031432621291622113 0.00024080729509798132
pay 0.0004464231850484429 0.00021655698456429938 0.00024627508927471984 0.000487404570661229 0.002349007010672761
analyst 0.0012186146402673713 0.0007098256716274257 0.0009093234065528118 0.0012980876830875588 0.0008132925626894086
three 0.0008445844041457029 0.0008421660510833864 0.0007388252678241596 0.000726133339964688 0.0014766485076763004
six 0.00039816121909725993 0.00030077358967263803 0.0010892936640997226 0.00046751050655260734 0.0018719359543465717
tax 0.0015443829104378568 0.0002285879281512049 0.0005209665350042151 0.00012433790067888493 0.0020445902413979544
govern 0.0017494962657303844 0.0016362083278191508 0.0019228401201064665 0.0007460274040733097 0.00018628488866070253
avg 1.2065491487795756e-05 6.0154717934527604e-05 9.472118818258457e-06 4.973516027155397e-06 0.0030169064895294263
no 0.0013634005381209203 0.0012151253022774577 0.0011271821393727562 0.0011836968144629846 0.0004316357176284571
five 0.0007480604722433368 0.0006617018972798036 0.000767241624278935 0.0007161863079103773 0.001467561439936754
hold 0.0004464231850484429 0.00015640226662977177 0.0007104089113693842 0.0021336383756496657 0.00046798398858664293
cash 0.0003016372871948939 0.0006256090665190871 0.00021785873281994448 0.001825280381966031 0.0008178360965591818
busi 0.00018098237231693634 0.000276711702498827 0.0004262453468216305 0.0016362867729341258 0.00105409985778739
currenc 6.032745743897878e-05 0.00024061887173811041 0.0053612192511342865 3.481461219008778e-05 0.00017265428705138283
prior 6.032745743897878e-05 0.00010827849228214969 1.8944237636516913e-05 0.00014920548081466192 0.002680684983166207
purchas 0.00033783376165828115 0.0009504445433655362 0.0006725204360963503 0.001984432894835004 0.00023172022735843485
under 0.0007842569467067241 0.0018287034252096393 0.0004736059409129228 0.0013776639395220451 0.0003771133111911783
could 0.0011220907083650052 0.0013955894560810404 0.0013639851098292176 0.0009847561733767687 0.00034076504023299243
nation 0.0010617632509260266 0.0007218566152143313 0.002216475803472479 0.0007858155322905528 0.00038620037893072475
their 0.0010255667764626393 0.0010827849228214968 0.0017712862190143314 0.001024544301594012 0.00024535082896775455
some 0.0012427456232429628 0.0013234037945596073 0.0015913159614674207 0.0007460274040733097 0.0003952874466702712
told 0.0011703526743161883 0.0009143517126048196 0.0012976802781014085 0.0009300474970780593 0.0005361369966332414
foreign 0.0013513350466331246 0.00038499019478097665 0.002832163526659278 0.00046253699052545196 0.0003498521079725389
against 0.0006877330148043581 0.0008902898254310085 0.0021406988529264113 0.000412801830253898 0.0007769442917312227
all 0.0008566498956334986 0.000854196994670292 0.0005209665350042151 0.0015517370004724841 0.00045889692084709647
merger 4.8261965951183025e-05 3.6092830760716566e-05 9.472118818258457e-06 0.002839877651505732 0.00013630601609319697
20 0.0005308816254630133 0.0008181041639095754 0.00022733085163820295 0.0007858155322905528 0.001431213168978568
we 0.0014357934870476948 0.0013113728509727017 0.0012503196840101163 0.0006863452117474449 0.0004907016579355091
system 0.0002895717957070981 0.0003970211383678822 0.0017333977437412975 0.0011190411061099644 0.0006270076740287061
div 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 4.973516027155397e-06 0.0027124897202546196
approv 0.0002171788467803236 0.0005895162357583705 0.00014208178227387684 0.0019048566384005173 0.0006133770724193864
meet 0.0012548111147307585 0.0007579494459750479 0.0013829293474657345 0.00087533882077935 0.0005043322595448288
over 0.0010617632509260266 0.0012391871894512686 0.0009187955253710702 0.0009002064009151269 0.0005724852675914273
make 0.000542947116950809 0.0009263826561917251 0.0006441040796415751 0.001313008231169025 0.0006270076740287061
financi 0.00022924433826811936 0.0001684332102166773 0.0007767137430971934 0.0013329022952776465 0.0009405115110430591
japan 0.00026544081273150664 0.0005895162357583705 0.0036467657450295057 0.0004923780866883844 0.0001272189483536505
30 0.0004584886765362387 0.0005895162357583705 0.00035046839627556287 0.0006763981796931341 0.001431213168978568
state 0.0016409068423402227 0.001660270214992962 0.0008430185748250027 0.0006515305995573571 0.0003362215063632192
agre 0.000591209082901992 0.00030077358967263803 0.0010419330700084301 0.0017556511575858554 0.00013176248222342374
manag 0.00026544081273150664 0.00026468075891192147 0.0005209665350042151 0.0017705717056673215 0.0004997887256750556
american 0.0004343576935606472 0.0002285879281512049 0.00024627508927471984 0.0016163927088255043 0.0007178783514241707
grain 1.2065491487795756e-05 0.006604988029211131 9.472118818258457e-06 2.4867580135776987e-05 1.3630601609319697e-05
firm 0.000591209082901992 0.00015640226662977177 0.0005209665350042151 0.001840200930047497 0.00031804737088412627
nine 0.0001085894233901618 0.00024061887173811041 0.00016102601991039377 0.00029841096162932384 0.002035503173658408
complet 0.00033783376165828115 0.00019249509739048833 9.472118818258456e-05 0.0021585059557854423 0.0002771555660561672
major 0.0005188161339752175 0.0010105992613000637 0.001638676555558713 0.000726133339964688 0.00045435338697732324
tender 3.6196474463387263e-05 0.0010827849228214968 0.0004546617032764059 0.0019446447666177605 3.634827095818586e-05
ad 0.0012910075891941458 0.0007940422767357644 0.0009661561194623626 0.0006664511476388232 0.0005952029369402934
yen 0.0001085894233901618 2.406188717381104e-05 0.004148788042397203 8.454977246164176e-05 0.0003225909047538995
there 0.001085894233901618 0.0012512181330381741 0.0014776505356483192 0.0006067689553129584 0.00027261203218639394
reserv 0.0018942821635839337 0.0004090520819547877 0.002093338258835119 0.0002188347051948375 0.00034530857410276566
own 0.0003619647446338727 0.00012030943586905521 0.0002746914457294952 0.0018352274140203417 0.0003952874466702712
continu 0.0008445844041457029 0.0006135781229321816 0.0007767137430971934 0.0007410538880461543 0.000781487825600996
gener 0.0005791435914141962 0.000553423404997654 0.00033152415863904594 0.001099147042001343 0.0007451395546428101
mark 2.4130982975591512e-05 0.00010827849228214969 0.0018091746942873652 0.00032825205779225624 0.0010995351964851222
credit 0.0002895717957070981 0.0007940422767357644 0.0006630483172780919 0.00044761644244398576 0.0011813188061410404
estim 0.0009652393190236605 0.0018527653123834502 0.0008051300995519688 0.0002884639295750131 0.0005906594030705202
level 0.0011220907083650052 0.0009504445433655362 0.0019133680012882082 0.00012433790067888493 0.00048161459019596263
bid 0.00026544081273150664 0.0006617018972798036 0.0003125799210025291 0.0018750155422375848 8.178360965591818e-05
made 0.0005308816254630133 0.0008902898254310085 0.0005777992479137658 0.0010543853977569443 0.00048161459019596263
rais 0.0014599244700232864 0.00031280453325954353 0.0003978289903668552 0.0007460274040733097 0.0007133348175543975
barrel 0.005634584524800618 1.203094358690552e-05 3.7888475273033827e-05 5.4708676298709375e-05 5.452240643727879e-05
loan 0.0005308816254630133 0.0006857637844536147 0.00032205203982078754 0.0006962922438017556 0.0009904903836105647
take 0.0005550126084386047 0.000553423404997654 0.001146126377009273 0.000989729689403924 0.0003634827095818586
earlier 0.0006636020318287665 0.0006496709536928982 0.0006819925549146088 0.0006266630194215801 0.000840553765908048
rise 0.0011703526743161883 0.000553423404997654 0.0016765650308317467 9.449680451595255e-05 0.0006951606820753046
announc 0.00047055416802403445 0.0005173305742369374 0.0004167732280033721 0.0013030611991147142 0.00046798398858664293
asset 8.445844041457029e-05 1.203094358690552e-05 0.00020838661400168605 0.0014970283241737747 0.000722421885293944
issu 0.0004343576935606472 0.000553423404997654 0.0007956579807337104 0.0009449680451595256 0.0006042900046798399
term 0.0003257682701704854 0.00030077358967263803 0.0006156877231867997 0.0014622137119836868 0.0003362215063632192
becaus 0.001085894233901618 0.0010466920920607803 0.0009093234065528118 0.0005371397309327829 0.00046798398858664293
corn 4.8261965951183025e-05 0.005450017444868201 9.472118818258457e-06 0.00012433790067888493 4.543533869773232e-06
period 0.00033783376165828115 0.0007699803895619533 0.0004925501785494397 0.00026359634943923607 0.0012994506867551445
chang 0.0007842569467067241 0.000878258881844103 0.001307152396919667 0.0003481461219008778 0.0006224641401589328
four 0.000542947116950809 0.0005173305742369374 0.00040730110918511364 0.0005172456668241614 0.0011267963997037616
close 0.0007842569467067241 0.00030077358967263803 0.0009093234065528118 0.0010444383657026335 0.00038620037893072475
import 0.0017856927401937717 0.0023219721122727656 0.0008146022183702273 0.00011439086862457415 0.00011358834674433081
countri 0.001628841350852427 0.0013715275689072295 0.00153448324855787 0.00016909954492328353 0.00013176248222342374
time 0.0007239294892677454 0.0008181041639095754 0.0010135167135536549 0.000751000920100465 0.00039983098054004445
cost 0.0007118639977799496 0.0009263826561917251 0.00020838661400168605 0.00025364931738492525 0.0011994929416201333
into 0.0006997985062921538 0.0006496709536928982 0.0007388252678241596 0.001024544301594012 0.0003498521079725389
money 6.032745743897878e-05 6.0154717934527604e-05 0.00411089956712417 9.449680451595255e-05 4.5435338697732324e-05
12 0.0004464231850484429 0.00028874264608573253 0.00021785873281994448 0.00037301370203665483 0.0014175825673692485
capit 0.00024130982975591512 8.421660510833865e-05 0.0006441040796415751 0.0009399945291323702 0.000840553765908048
between 0.000639471048853175 0.0015399607791239066 0.0010040445947353963 0.0006117424713401139 0.00025898143057707425
world 0.0012186146402673713 0.001106846809995308 0.0006441040796415751 0.0006117424713401139 0.0003634827095818586
subsidiari 0.0003016372871948939 3.6092830760716566e-05 2.8416356454775368e-05 0.0015517370004724841 0.0005452240643727879
crude 0.0051881613397521745 3.6092830760716566e-05 9.472118818258457e-06 2.4867580135776987e-05 0.00010904481287455758
ga 0.002533753212437109 2.406188717381104e-05 1.8944237636516913e-05 0.0006017954392858031 0.0005588546659821076
franc 0.00012065491487795756 0.0003368664204333546 0.0013545129910109593 0.0003332255738194116 0.0009495985787826056
qtli 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 4.973516027155397e-06 0.002035503173658408
dealer 4.8261965951183025e-05 0.0002526498153250159 0.003447851249846078 0.0002437022853306145 4.089180482795909e-05
feder 0.0003740302361216684 0.00030077358967263803 0.0011745427334640486 0.0009002064009151269 0.00038620037893072475
cut 0.0008566498956334986 0.0007459185023881423 0.001638676555558713 0.0002287817372491483 0.00042709218375868384
ani 0.0007239294892677454 0.0009023207690179141 0.0007009367925511257 0.0008803123368065054 0.00027261203218639394
around 0.0006997985062921538 0.0006015471793452761 0.002216475803472479 0.0002437022853306145 0.00024535082896775455
split 2.4130982975591512e-05 6.0154717934527604e-05 1.8944237636516913e-05 5.968219232586477e-05 0.001917371293044304
februari 0.0013875315210965119 0.0007098256716274257 0.001079821545281464 0.00026359634943923607 0.00045889692084709647
statement 0.0007842569467067241 0.000276711702498827 0.0004830780597311813 0.0009549150772138363 0.0004997887256750556
25 0.00047055416802403445 0.0004932686870631264 0.0004546617032764059 0.000437669410389675 0.0010222951206989772
central 0.00016891688082914058 0.0001684332102166773 0.003305769467572201 0.00017904657697759432 0.00011813188061410404
servic 0.00031370277868268963 0.0002526498153250159 0.00021785873281994448 0.001114067590082809 0.0006588124111171187
depart 0.0006032745743897878 0.0027671170249882696 0.00017997025754691066 0.0005172456668241614 0.00015902368544206313
see 0.000542947116950809 0.0003970211383678822 0.0005777992479137658 0.0002188347051948375 0.0011495140690526277
declin 0.0009049118615846816 0.0004210830255416932 0.0010229888323719132 0.0004724840225797628 0.0005497675982425611
further 0.0003619647446338727 0.00048123774347622083 0.0019228401201064665 0.0004525899584711412 0.00029078616766548687
control 0.00015685138934134482 0.00021655698456429938 0.00044518958445814743 0.0015368164523910178 0.00017719782092115606
lower 0.000639471048853175 0.0008421660510833864 0.0006535761984598335 0.00016412602889612812 0.0009041632400848732
now 0.0007721914552189284 0.0006977947280405202 0.0010135167135536549 0.0006415835675030463 0.00029078616766548687
spokesman 0.0008566498956334986 0.0005173305742369374 0.0004736059409129228 0.0010295178176211674 0.00023172022735843485
valu 0.0003257682701704854 0.0004090520819547877 0.0005304386538224735 0.0010394648496754781 0.0003952874466702712
chairman 0.00024130982975591512 0.00024061887173811041 0.00032205203982078754 0.0010593589137840996 0.0005497675982425611
28 9.652393190236605e-05 0.00013234037945596074 0.00013260966345561838 0.00022380822122199288 0.0014857355754158469
produc 0.001725365282754793 0.0015880845534715288 0.0001515539010921353 0.0003531196379280332 0.00018628488866070253
futur 0.0008083879296823157 0.001106846809995308 0.000852490693643261 0.00037301370203665483 0.00035893917571208536
compar 0.00048261965951183023 0.0006496709536928982 0.0006819925549146088 0.00014920548081466192 0.0009359679771732859
januari 0.0008566498956334986 0.0005173305742369374 0.0009282676441893287 0.0002138611891676821 0.0006678994788566652
incom 0.00012065491487795756 0.00026468075891192147 0.00011366542581910147 0.00014920548081466192 0.0014902791092856202
while 0.0009169773530724774 0.0007459185023881423 0.0008619628124615195 0.0003978812821724318 0.0004180051160191374
exclud 9.652393190236605e-05 9.624754869524416e-05 4.736059409129228e-05 7.957625643448636e-05 0.0016402157269881368
rose 0.0008445844041457029 0.0003368664204333546 0.0005588550102772489 0.00019396712505906051 0.0009132503078244197
sourc 0.0008445844041457029 0.0014437132304286626 0.0010229888323719132 0.000437669410389675 4.9978872567505556e-05
when 0.0009411083360480689 0.0005654543485845595 0.0011271821393727562 0.00047745753860691816 0.00025898143057707425
financ 0.00025337532124371085 0.00012030943586905521 0.001184014852282307 0.0008653917887250391 0.00029987323540503334
mth 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 4.973516027155397e-06 0.001781065276951107
presid 0.001134156199852801 0.0003248354768464491 0.0004736059409129228 0.0006913187277746003 0.00038620037893072475
outstand 3.6196474463387263e-05 3.6092830760716566e-05 9.472118818258456e-05 0.0014423196478750653 0.00038620037893072475
day 0.002014937078461891 0.00037295925119407115 0.000767241624278935 0.000437669410389675 0.00010904481287455758
revenu 0.0007721914552189284 9.624754869524416e-05 1.8944237636516913e-05 0.0004724840225797628 0.0009950339174803378
develop 0.0010496977594382307 0.0003368664204333546 0.0005209665350042151 0.0005023251187426951 0.0005179628611541485
commiss 0.00015685138934134482 0.0009143517126048196 8.52490693643261e-05 0.0011439086862457413 0.0002498943628375278
due 0.0005791435914141962 0.0005654543485845595 0.000539910772640732 0.000363066669982344 0.0007133348175543975
befor 0.0006274055573653793 0.000276711702498827 0.0008240743371884857 0.0004575634744982966 0.0005770288014612005
50 0.0008687153871212944 0.00037295925119407115 0.0001989144951834276 0.0005819013751771815 0.0006133770724193864
